        24.97426	       32.00000
        24.99926	       39.00000
        25.02426	       32.00000
        25.04926	       32.00000
        25.07426	       32.00000
        25.09926	       28.00000
        25.12426	       38.00000
        25.14926	       36.00000
        25.17426	       53.00000
        25.19926	       31.00000
        25.22426	       40.00000
        25.24926	       38.00000
        25.27426	       43.00000
        25.29926	       47.00000
        25.32426	       38.00000
        25.34926	       34.00000
        25.37426	       31.00000
        25.39926	       34.00000
        25.42426	       31.00000
        25.44926	       36.00000
        25.47426	       27.00000
        25.49926	       44.00000
        25.52426	       38.00000
        25.54926	       37.00000
        25.57426	       36.00000
        25.59926	       31.00000
        25.62426	       38.00000
        25.64926	       42.00000
        25.67426	       37.00000
        25.69926	       60.00000
        25.72426	       59.00000
        25.74926	       77.00000
        25.77426	       60.00000
        25.79926	       51.00000
        25.82426	       50.00000
        25.84926	       44.00000
        25.87426	       42.00000
        25.89926	       32.00000
        25.92426	       38.00000
        25.94926	       38.00000
        25.97426	       32.00000
        25.99926	       32.00000
        26.02426	       32.00000
        26.04926	       31.00000
        26.07426	       43.00000
        26.09926	       33.00000
        26.12426	       37.00000
        26.14926	       31.00000
        26.17426	       33.00000
        26.19926	       43.00000
        26.22426	       42.00000
        26.24926	       46.00000
        26.27426	       37.00000
        26.29926	       26.00000
        26.32426	       31.00000
        26.34926	       39.00000
        26.37426	       46.00000
        26.39926	       38.00000
        26.42426	       32.00000
        26.44926	       29.00000
        26.47426	       37.00000
        26.49926	       38.00000
        26.52426	       30.00000
        26.54926	       42.00000
        26.57426	       25.00000
        26.59926	       30.00000
        26.62426	       29.00000
        26.64926	       34.00000
        26.67426	       37.00000
        26.69926	       43.00000
        26.72426	       32.00000
        26.74926	       28.00000
        26.77426	       32.00000
        26.79926	       29.00000
        26.82426	       50.00000
        26.84926	       29.00000
        26.87426	       33.00000
        26.89926	       43.00000
        26.92426	       31.00000
        26.94926	       42.00000
        26.97426	       33.00000
        26.99926	       42.00000
        27.02426	       27.00000
        27.04926	       39.00000
        27.07426	       26.00000
        27.09926	       24.00000
        27.12426	       38.00000
        27.14926	       24.00000
        27.17426	       43.00000
        27.19926	       32.00000
        27.22426	       50.00000
        27.24926	       43.00000
        27.27426	       31.00000
        27.29926	       42.00000
        27.32426	       54.00000
        27.34926	       37.00000
        27.37426	       37.00000
        27.39926	       51.00000
        27.42426	       43.00000
        27.44926	       28.00000
        27.47426	       38.00000
        27.49926	       44.00000
        27.52426	       34.00000
        27.54926	       47.00000
        27.57426	       50.00000
        27.59926	       56.00000
        27.62426	       40.00000
        27.64926	       47.00000
        27.67426	       53.00000
        27.69926	       60.00000
        27.72426	       50.00000
        27.74926	       53.00000
        27.77426	       57.00000
        27.79926	       56.00000
        27.82426	       65.00000
        27.84926	       56.00000
        27.87426	       70.00000
        27.89926	       86.00000
        27.92426	       72.00000
        27.94926	       94.00000
        27.97426	       88.00000
        27.99926	       92.00000
        28.02426	      108.00000
        28.04926	      118.00000
        28.07426	      129.00000
        28.09926	      144.00000
        28.12426	      187.00000
        28.14926	      187.00000
        28.17426	      278.00000
        28.19926	      275.00000
        28.22426	      331.00000
        28.24926	      424.00000
        28.27426	      556.00000
        28.29926	      655.00000
        28.32426	      936.00000
        28.34926	     1274.00000
        28.37426	     1866.00000
        28.39926	     2735.00000
        28.42426	     3745.00000
        28.44926	     5610.00000
        28.47426	     8519.00000
        28.49926	    13665.00000
        28.52426	    22530.00000
        28.54926	    28459.00000
        28.57426	    23994.00000
        28.59926	    17397.00000
        28.62426	    13665.00000
        28.64926	     8611.00000
        28.67426	     3540.00000
        28.69926	     1239.00000
        28.72426	      739.00000
        28.74926	      552.00000
        28.77426	      453.00000
        28.79926	      380.00000
        28.82426	      349.00000
        28.84926	      299.00000
        28.87426	      219.00000
        28.89926	      184.00000
        28.92426	      174.00000
        28.94926	      151.00000
        28.97426	      116.00000
        28.99926	      104.00000
        29.02426	      104.00000
        29.04926	       96.00000
        29.07426	       82.00000
        29.09926	       60.00000
        29.12426	       62.00000
        29.14926	       67.00000
        29.17426	       50.00000
        29.19926	       67.00000
        29.22426	       43.00000
        29.24926	       47.00000
        29.27426	       54.00000
        29.29926	       42.00000
        29.32426	       53.00000
        29.34926	       44.00000
        29.37426	       43.00000
        29.39926	       44.00000
        29.42426	       37.00000
        29.44926	       49.00000
        29.47426	       49.00000
        29.49926	       53.00000
        29.52426	       47.00000
        29.54926	       40.00000
        29.57426	       34.00000
        29.59926	       40.00000
        29.62426	       28.00000
        29.64926	       47.00000
        29.67426	       38.00000
        29.69926	       31.00000
        29.72426	       32.00000
        29.74926	       43.00000
        29.77426	       43.00000
        29.79926	       49.00000
        29.82426	       39.00000
        29.84926	       34.00000
        29.87426	       44.00000
        29.89926	       28.00000
        29.92426	       31.00000
        29.94926	       25.00000
        29.97426	       38.00000
        29.99926	       25.00000
        30.02426	       40.00000
        30.04926	       28.00000
        30.07426	       38.00000
        30.09926	       34.00000
        30.12426	       31.00000
        30.14926	       34.00000
        30.17426	       32.00000
        30.19926	       32.00000
        30.22426	       27.00000
        30.24926	       32.00000
        30.27426	       31.00000
        30.29926	       29.00000
        30.32426	       30.00000
        30.34926	       26.00000
        30.37426	       32.00000
        30.39926	       27.00000
        30.42426	       32.00000
        30.44926	       31.00000
        30.47426	       23.00000
        30.49926	       40.00000
        30.52426	       30.00000
        30.54926	       25.00000
        30.57426	       36.00000
        30.59926	       26.00000
        30.62426	       27.00000
        30.64926	       24.00000
        30.67426	       30.00000
        30.69926	       26.00000
        30.72426	       31.00000
        30.74926	       27.00000
        30.77426	       34.00000
        30.79926	       12.00000
        30.82426	       19.00000
        30.84926	       29.00000
        30.87426	       27.00000
        30.89926	       22.00000
        30.92426	       25.00000
        30.94926	       25.00000
        30.97426	       24.00000
        30.99926	       21.00000
        31.02426	       32.00000
        31.04926	       31.00000
        31.07426	       20.00000
        31.09926	       28.00000
        31.12426	       31.00000
        31.14926	       21.00000
        31.17426	       24.00000
        31.19926	       24.00000
        31.22426	       25.00000
        31.24926	       20.00000
        31.27426	       24.00000
        31.29926	       27.00000
        31.32426	       32.00000
        31.34926	       30.00000
        31.37426	       20.00000
        31.39926	       24.00000
        31.42426	       23.00000
        31.44926	       25.00000
        31.47426	       23.00000
        31.49926	       21.00000
        31.52426	       32.00000
        31.54926	       21.00000
        31.57426	       24.00000
        31.59926	       23.00000
        31.62426	       24.00000
        31.64926	       26.00000
        31.67426	       30.00000
        31.69926	       27.00000
        31.72426	       27.00000
        31.74926	       21.00000
        31.77426	       22.00000
        31.79926	       21.00000
        31.82426	       21.00000
        31.84926	       25.00000
        31.87426	       29.00000
        31.89926	       20.00000
        31.92426	       23.00000
        31.94926	       32.00000
        31.97426	       49.00000
        31.99926	       20.00000
        32.02426	       20.00000
        32.04926	       24.00000
        32.07426	       26.00000
        32.09926	       40.00000
        32.12426	       26.00000
        32.14926	       32.00000
        32.17426	       28.00000
        32.19926	       26.00000
        32.22426	       32.00000
        32.24926	       29.00000
        32.27426	       31.00000
        32.29926	       22.00000
        32.32426	       32.00000
        32.34926	       30.00000
        32.37426	       31.00000
        32.39926	       38.00000
        32.42426	       40.00000
        32.44926	       47.00000
        32.47426	       47.00000
        32.49926	       46.00000
        32.52426	       53.00000
        32.54926	       44.00000
        32.57426	       43.00000
        32.59926	       53.00000
        32.62426	       62.00000
        32.64926	       56.00000
        32.67426	       72.00000
        32.69926	       77.00000
        32.72426	       70.00000
        32.74926	       84.00000
        32.77426	      121.00000
        32.79926	      106.00000
        32.82426	      132.00000
        32.84926	      210.00000
        32.87426	      272.00000
        32.89926	      368.00000
        32.92426	      552.00000
        32.94926	      795.00000
        32.97426	     1204.00000
        32.99926	     1840.00000
        33.02426	     3036.00000
        33.04926	     5241.00000
        33.07426	     7726.00000
        33.09926	     7447.00000
        33.12426	     5299.00000
        33.14926	     4186.00000
        33.17426	     3806.00000
        33.19926	     2381.00000
        33.22426	      900.00000
        33.24926	      349.00000
        33.27426	      228.00000
        33.29926	      193.00000
        33.32426	      146.00000
        33.34926	      108.00000
        33.37426	      112.00000
        33.39926	       77.00000
        33.42426	       84.00000
        33.44926	       57.00000
        33.47426	       65.00000
        33.49926	       75.00000
        33.52426	       43.00000
        33.54926	       50.00000
        33.57426	       50.00000
        33.59926	       33.00000
        33.62426	       36.00000
        33.64926	       43.00000
        33.67426	       32.00000
        33.69926	       40.00000
        33.72426	       34.00000
        33.74926	       25.00000
        33.77426	       30.00000
        33.79926	       37.00000
        33.82426	       22.00000
        33.84926	       19.00000
        33.87426	       25.00000
        33.89926	       12.00000
        33.92426	       23.00000
        33.94926	       32.00000
        33.97426	       28.00000
        33.99926	       33.00000
        34.02426	       27.00000
        34.04926	       15.00000
        34.07426	       29.00000
        34.09926	       23.00000
        34.12426	       24.00000
        34.14926	       19.00000
        34.17426	       24.00000
        34.19926	       20.00000
        34.22426	       23.00000
        34.24926	       24.00000
        34.27426	       20.00000
        34.29926	       31.00000
        34.32426	       25.00000
        34.34926	       33.00000
        34.37426	       20.00000
        34.39926	       19.00000
        34.42426	       16.00000
        34.44926	       22.00000
        34.47426	       12.00000
        34.49926	       13.00000
        34.52426	       19.00000
        34.54926	       26.00000
        34.57426	       25.00000
        34.59926	       21.00000
        34.62426	       16.00000
        34.64926	       17.00000
        34.67426	       19.00000
        34.69926	       17.00000
        34.72426	       13.00000
        34.74926	       21.00000
        34.77426	       29.00000
        34.79926	       23.00000
        34.82426	       16.00000
        34.84926	       29.00000
