# 2-Theta   Intensity
63.5243   12.0
63.5493   7.0
63.5743   15.0
63.5993   13.0
63.6243   10.0
63.6493   4.0
63.6743   10.0
63.6993   12.0
63.7243   9.0
63.7493   5.0
63.7743   12.0
63.7993   10.0
63.8243   7.0
63.8493   13.0
63.8743   2.0
63.8993   12.0
63.9243   12.0
63.9493   10.0
63.9743   12.0
63.9993   9.0
64.0243   7.0
64.0493   12.0
64.0743   5.0
64.0993   6.0
64.1243   7.0
64.1493   10.0
64.1743   12.0
64.1993   12.0
64.2243   13.0
64.2493   6.0
64.2743   7.0
64.2993   12.0
64.3243   9.0
64.3493   10.0
64.3743   6.0
64.3993   12.0
64.4243   12.0
64.4493   6.0
64.4743   5.0
64.4993   10.0
64.5243   9.0
64.5493   9.0
64.5743   13.0
64.5993   10.0
64.6243   10.0
64.6493   9.0
64.6743   15.0
64.6993   12.0
64.7243   10.0
64.7493   6.0
64.7743   9.0
64.7993   21.0
64.8243   7.0
64.8493   4.0
64.8743   17.0
64.8993   6.0
64.9243   15.0
64.9493   7.0
64.9743   7.0
64.9993   10.0
65.0243   7.0
65.0493   6.0
65.0743   12.0
65.0993   4.0
65.1243   10.0
65.1493   6.0
65.1743   9.0
65.1993   12.0
65.2243   9.0
65.2493   1.0
65.2743   6.0
65.2993   10.0
65.3243   5.0
65.3493   6.0
65.3743   4.0
65.3993   13.0
65.4243   10.0
65.4493   16.0
65.4743   7.0
65.4993   6.0
65.5243   10.0
65.5493   10.0
65.5743   10.0
65.5993   5.0
65.6243   10.0
65.6493   5.0
65.6743   10.0
65.6993   10.0
65.7243   5.0
65.7493   6.0
65.7743   5.0
65.7993   12.0
65.8243   13.0
65.8493   10.0
65.8743   10.0
65.8993   4.0
65.9243   12.0
65.9493   12.0
65.9743   10.0
65.9993   7.0
66.0243   16.0
66.0493   6.0
66.0743   9.0
66.0993   7.0
66.1243   10.0
66.1493   6.0
66.1743   10.0
66.1993   6.0
66.2243   7.0
66.2493   10.0
66.2743   7.0
66.2993   7.0
66.3243   2.0
66.3493   10.0
66.3743   10.0
66.3993   7.0
66.4243   10.0
66.4493   10.0
66.4743   7.0
66.4993   7.0
66.5243   10.0
66.5493   12.0
66.5743   16.0
66.5993   12.0
66.6243   10.0
66.6493   13.0
66.6743   12.0
66.6993   4.0
66.7243   9.0
66.7493   9.0
66.7743   12.0
66.7993   9.0
66.8243   6.0
66.8493   7.0
66.8743   12.0
66.8993   10.0
66.9243   9.0
66.9493   12.0
66.9743   13.0
66.9993   9.0
67.0243   12.0
67.0493   13.0
67.0743   13.0
67.0993   9.0
67.1243   17.0
67.1493   10.0
67.1743   9.0
67.1993   12.0
67.2243   10.0
67.2493   7.0
67.2743   10.0
67.2993   9.0
67.3243   10.0
67.3493   10.0
67.3743   10.0
67.3993   4.0
67.4243   13.0
67.4493   10.0
67.4743   12.0
67.4993   15.0
67.5243   20.0
67.5493   6.0
67.5743   15.0
67.5993   9.0
67.6243   13.0
67.6493   5.0
67.6743   12.0
67.6993   12.0
67.7243   10.0
67.7493   10.0
67.7743   10.0
67.7993   10.0
67.8243   16.0
67.8493   9.0
67.8743   16.0
67.8993   10.0
67.9243   12.0
67.9493   12.0
67.9743   16.0
67.9993   15.0
68.0243   7.0
68.0493   5.0
68.0743   17.0
68.0993   9.0
68.1243   17.0
68.1493   21.0
68.1743   17.0
68.1993   16.0
68.2243   13.0
68.2493   16.0
68.2743   12.0
68.2993   12.0
68.3243   15.0
68.3493   15.0
68.3743   12.0
68.3993   12.0
68.4243   25.0
68.4493   12.0
68.4743   21.0
68.4993   13.0
68.5243   13.0
68.5493   16.0
68.5743   22.0
68.5993   21.0
68.6243   16.0
68.6493   19.0
68.6743   16.0
68.6993   9.0
68.7243   15.0
68.7493   13.0
68.7743   13.0
68.7993   10.0
68.8243   13.0
68.8493   10.0
68.8743   13.0
68.8993   23.0
68.9243   20.0
68.9493   23.0
68.9743   26.0
68.9993   27.0
69.0243   38.0
69.0493   33.0
69.0743   46.0
69.0993   37.0
69.1243   43.0
69.1493   43.0
69.1743   50.0
69.1993   43.0
69.2243   72.0
69.2493   79.0
69.2743   125.0
69.2993   134.0
69.3243   416.0
69.3493   605.0
69.3743   1764.0
69.3993   2199.0
69.4243   1672.0
69.4493   1332.0
69.4743   396.0
69.4993   285.0
69.5243   316.0
69.5493   428.0
69.5743   1004.0
69.5993   1102.0
69.6243   784.0
69.6493   519.0
69.6743   171.0
69.6993   134.0
69.7243   82.0
69.7493   54.0
69.7743   49.0
69.7993   47.0
69.8243   46.0
69.8493   26.0
69.8743   24.0
69.8993   28.0
69.9243   16.0
69.9493   24.0
69.9743   25.0
69.9993   21.0
70.0243   24.0
70.0493   16.0
70.0743   21.0
70.0993   23.0
70.1243   15.0
70.1493   23.0
70.1743   24.0
70.1993   10.0
70.2243   21.0
70.2493   15.0
70.2743   16.0
70.2993   16.0
70.3243   16.0
70.3493   16.0
70.3743   13.0
70.3993   12.0
70.4243   10.0
70.4493   10.0
70.4743   13.0
70.4993   21.0
70.5243   13.0
70.5493   12.0
70.5743   10.0
70.5993   12.0
70.6243   12.0
70.6493   15.0
70.6743   12.0
70.6993   12.0
70.7243   9.0
70.7493   7.0
70.7743   10.0
70.7993   13.0
70.8243   12.0
70.8493   10.0
70.8743   19.0
70.8993   15.0
70.9243   12.0
70.9493   10.0
70.9743   15.0
70.9993   16.0
71.0243   10.0
71.0493   10.0
71.0743   6.0
71.0993   16.0
71.1243   15.0
71.1493   13.0
71.1743   12.0
71.1993   12.0
71.2243   15.0
71.2493   12.0
71.2743   12.0
71.2993   12.0
71.3243   16.0
71.3493   12.0
71.3743   12.0
71.3993   5.0
71.4243   7.0
71.4493   12.0
71.4743   5.0
71.4993   6.0
71.5243   10.0
71.5493   6.0
71.5743   7.0
71.5993   16.0
71.6243   4.0
71.6493   15.0
71.6743   10.0
71.6993   12.0
71.7243   10.0
71.7493   12.0
71.7743   10.0
71.7993   13.0
71.8243   16.0
71.8493   16.0
71.8743   10.0
71.8993   10.0
71.9243   12.0
71.9493   15.0
71.9743   7.0
71.9993   9.0
72.0243   12.0
72.0493   9.0
72.0743   17.0
72.0993   10.0
72.1243   12.0
72.1493   10.0
72.1743   10.0
72.1993   13.0
72.2243   5.0
72.2493   12.0
72.2743   7.0
72.2993   13.0
72.3243   9.0
72.3493   7.0
72.3743   13.0
72.3993   12.0
72.4243   10.0
72.4493   10.0
72.4743   9.0
72.4993   13.0
72.5243   10.0
72.5493   9.0
72.5743   9.0
72.5993   15.0
72.6243   6.0
72.6493   10.0
72.6743   10.0
72.6993   13.0
72.7243   9.0
72.7493   15.0
72.7743   12.0
72.7993   10.0
72.8243   16.0
72.8493   13.0
72.8743   12.0
72.8993   10.0
72.9243   12.0
72.9493   7.0
72.9743   9.0
72.9993   16.0
73.0243   10.0
73.0493   9.0
73.0743   10.0
73.0993   12.0
73.1243   13.0
73.1493   10.0
73.1743   9.0
73.1993   12.0
73.2243   15.0
73.2493   12.0
73.2743   10.0
73.2993   13.0
73.3243   9.0
73.3493   9.0
73.3743   12.0
73.3993   6.0
73.4243   12.0
73.4493   17.0
73.4743   12.0
73.4993   9.0
73.5243   10.0
73.5493   10.0
73.5743   10.0
73.5993   16.0
73.6243   16.0
73.6493   10.0
73.6743   15.0
73.6993   5.0
73.7243   12.0
73.7493   9.0
73.7743   12.0
73.7993   12.0
73.8243   10.0
73.8493   16.0
73.8743   12.0
73.8993   10.0
73.9243   6.0
73.9493   16.0
73.9743   12.0
73.9993   10.0
74.0243   10.0
74.0493   16.0
74.0743   20.0
74.0993   12.0
74.1243   6.0
74.1493   15.0
74.1743   12.0
74.1993   13.0
74.2243   12.0
74.2493   12.0
74.2743   10.0
74.2993   17.0
74.3243   12.0
74.3493   10.0
74.3743   13.0
74.3993   6.0
74.4243   9.0
74.4493   12.0
74.4743   16.0
74.4993   7.0
74.5243   12.0
74.5493   12.0
74.5743   10.0
74.5993   10.0
74.6243   10.0
74.6493   10.0
74.6743   13.0
74.6993   10.0
74.7243   19.0
74.7493   10.0
74.7743   4.0
74.7993   13.0
74.8243   27.0
74.8493   15.0
74.8743   21.0
74.8993   17.0
74.9243   25.0
74.9493   15.0
74.9743   16.0
74.9993   13.0
75.0243   12.0
75.0493   16.0
75.0743   15.0
75.0993   16.0
75.1243   19.0
75.1493   16.0
75.1743   17.0
75.1993   17.0
75.2243   13.0
75.2493   23.0
75.2743   16.0
75.2993   9.0
75.3243   13.0
75.3493   25.0
75.3743   16.0
75.3993   23.0
75.4243   16.0
75.4493   15.0
75.4743   21.0
75.4993   30.0
75.5243   15.0
75.5493   25.0
75.5743   25.0
75.5993   24.0
75.6243   16.0
75.6493   12.0
75.6743   16.0
75.6993   19.0
75.7243   16.0
75.7493   23.0
75.7743   21.0
75.7993   26.0
75.8243   17.0
75.8493   15.0
75.8743   29.0
75.8993   22.0
75.9243   17.0
75.9493   25.0
75.9743   34.0
75.9993   30.0
76.0243   25.0
76.0493   23.0
76.0743   23.0
76.0993   30.0
76.1243   26.0
76.1493   38.0
76.1743   49.0
76.1993   46.0
76.2243   51.0
76.2493   70.0
76.2743   84.0
76.2993   67.0
76.3243   94.0
76.3493   70.0
76.3743   73.0
76.3993   65.0
76.4243   86.0
76.4493   88.0
76.4743   100.0
76.4993   153.0
76.5243   204.0
76.5493   302.0
76.5743   497.0
76.5993   852.0
76.6243   1747.0
76.6493   3136.0
76.6743   4277.0
76.6993   3733.0
76.7243   2209.0
76.7493   1095.0
76.7743   655.0
76.7993   492.0
76.8243   576.0
76.8493   858.0
76.8743   1560.0
76.8993   2025.0
76.9243   1789.0
76.9493   1043.0
76.9743   552.0
76.9993   306.0
77.0243   190.0
77.0493   156.0
77.0743   116.0
77.0993   98.0
77.1243   57.0
77.1493   53.0
77.1743   56.0
77.1993   59.0
77.2243   46.0
77.2493   50.0
77.2743   42.0
77.2993   47.0
77.3243   16.0
77.3493   29.0
77.3743   29.0
77.3993   27.0
77.4243   32.0
77.4493   26.0
77.4743   27.0
77.4993   28.0
77.5243   26.0
77.5493   28.0
77.5743   31.0
77.5993   32.0
77.6243   32.0
77.6493   23.0
77.6743   22.0
77.6993   20.0
77.7243   23.0
77.7493   21.0
77.7743   22.0
77.7993   17.0
77.8243   22.0
77.8493   25.0
77.8743   22.0
77.8993   17.0
77.9243   16.0
77.9493   25.0
77.9743   24.0
77.9993   25.0
78.0243   26.0
78.0493   19.0
78.0743   21.0
78.0993   28.0
78.1243   36.0
78.1493   27.0
78.1743   17.0
78.1993   24.0
78.2243   25.0
78.2493   17.0
78.2743   25.0
78.2993   25.0
78.3243   30.0
78.3493   25.0
78.3743   27.0
78.3993   26.0
78.4243   21.0
78.4493   13.0
78.4743   30.0
78.4993   30.0
78.5243   23.0
78.5493   29.0
78.5743   34.0
78.5993   42.0
78.6243   54.0
78.6493   56.0
78.6743   53.0
78.6993   64.0
78.7243   62.0
78.7493   65.0
78.7743   57.0
78.7993   56.0
78.8243   75.0
78.8493   92.0
78.8743   110.0
78.8993   127.0
78.9243   179.0
78.9493   309.0
78.9743   610.0
78.9993   1122.0
79.0243   2190.0
79.0493   2851.0
79.0743   2520.0
79.0993   1451.0
79.1243   739.0
79.1493   372.0
79.1743   309.0
79.1993   353.0
79.2243   556.0
79.2493   876.0
79.2743   1317.0
79.2993   1324.0
79.3243   961.0
79.3493   515.0
79.3743   262.0
79.3993   166.0
79.4243   100.0
79.4493   68.0
79.4743   68.0
79.4993   60.0
79.5243   51.0
79.5493   50.0
79.5743   50.0
79.5993   30.0
79.6243   25.0
79.6493   27.0
79.6743   37.0
79.6993   24.0
79.7243   31.0
79.7493   26.0
79.7743   28.0
79.7993   27.0
79.8243   24.0
79.8493   17.0
79.8743   26.0
79.8993   26.0
79.9243   24.0
79.9493   20.0
79.9743   22.0
79.9993   15.0
80.0243   19.0
80.0493   20.0
80.0743   12.0
80.0993   13.0
80.1243   19.0
80.1493   15.0
80.1743   10.0
80.1993   22.0
80.2243   19.0
80.2493   16.0
80.2743   12.0
80.2993   13.0
80.3243   16.0
80.3493   19.0
80.3743   12.0
80.3993   23.0
80.4243   13.0
80.4493   16.0
80.4743   16.0
80.4993   16.0
80.5243   15.0
80.5493   16.0
80.5743   10.0
80.5993   16.0
80.6243   13.0
80.6493   12.0
80.6743   16.0
80.6993   12.0
80.7243   15.0
80.7493   16.0
80.7743   13.0
80.7993   15.0
80.8243   12.0
80.8493   10.0
80.8743   10.0
80.8993   10.0
80.9243   12.0
80.9493   15.0
80.9743   13.0
80.9993   15.0
81.0243   12.0
81.0493   12.0
81.0743   5.0
81.0993   15.0
81.1243   17.0
81.1493   24.0
81.1743   12.0
81.1993   6.0
81.2243   10.0
81.2493   12.0
81.2743   20.0
81.2993   12.0
81.3243   17.0
81.3493   10.0
81.3743   7.0
81.3993   4.0
81.4243   9.0
81.4493   5.0
81.4743   12.0
81.4993   19.0
81.5243   12.0
81.5493   16.0
81.5743   21.0
81.5993   4.0
81.6243   7.0
81.6493   16.0
81.6743   17.0
81.6993   17.0
81.7243   16.0
81.7493   9.0
81.7743   6.0
81.7993   4.0
81.8243   20.0
81.8493   15.0
81.8743   7.0
81.8993   17.0
81.9243   10.0
81.9493   9.0
81.9743   13.0
81.9993   12.0
82.0243   12.0
82.0493   15.0
82.0743   13.0
82.0993   16.0
82.1243   12.0
82.1493   12.0
82.1743   10.0
82.1993   10.0
82.2243   10.0
82.2493   12.0
82.2743   9.0
82.2993   10.0
82.3243   17.0
82.3493   13.0
82.3743   10.0
82.3993   10.0
82.4243   12.0
82.4493   6.0
82.4743   10.0
82.4993   7.0
82.5243   10.0
82.5493   12.0
82.5743   6.0
82.5993   13.0
82.6243   15.0
82.6493   16.0
82.6743   15.0
82.6993   5.0
82.7243   16.0
82.7493   10.0
82.7743   7.0
82.7993   7.0
82.8243   10.0
82.8493   10.0
82.8743   12.0
82.8993   7.0
82.9243   15.0
82.9493   12.0
82.9743   20.0
82.9993   13.0
83.0243   10.0
83.0493   10.0
83.0743   10.0
83.0993   6.0
83.1243   10.0
83.1493   12.0
83.1743   10.0
83.1993   12.0
83.2243   9.0
83.2493   12.0
83.2743   15.0
83.2993   12.0
83.3243   16.0
83.3493   15.0
83.3743   12.0
83.3993   16.0
83.4243   20.0
83.4493   12.0
83.4743   13.0
83.4993   16.0
83.5243   5.0
83.5493   9.0
83.5743   6.0
83.5993   19.0
83.6243   19.0
83.6493   7.0
83.6743   12.0
83.6993   10.0
83.7243   12.0
83.7493   16.0
83.7743   21.0
83.7993   13.0
83.8243   12.0
83.8493   15.0
83.8743   15.0
83.8993   16.0
83.9243   20.0
83.9493   10.0
83.9743   7.0
83.9993   10.0
84.0243   5.0
84.0493   15.0
84.0743   12.0
84.0993   10.0
84.1243   15.0
84.1493   6.0
84.1743   6.0
84.1993   4.0
84.2243   9.0
84.2493   9.0
84.2743   10.0
84.2993   7.0
84.3243   10.0
84.3493   12.0
84.3743   6.0
84.3993   13.0
84.4243   16.0
84.4493   4.0
84.4743   9.0
84.4993   16.0
84.5243   13.0
84.5493   5.0
84.5743   9.0
84.5993   10.0
84.6243   10.0
84.6493   15.0
84.6743   10.0
84.6993   13.0
84.7243   12.0
84.7493   16.0
84.7743   10.0
84.7993   12.0
84.8243   6.0
84.8493   5.0
84.8743   15.0
84.8993   20.0
84.9243   10.0
84.9493   16.0
84.9743   16.0
84.9993   7.0
85.0243   12.0
85.0493   16.0
85.0743   6.0
85.0993   10.0
85.1243   9.0
85.1493   13.0
85.1743   12.0
85.1993   10.0
85.2243   12.0
85.2493   20.0
85.2743   12.0
85.2993   10.0
85.3243   12.0
85.3493   9.0
85.3743   12.0
85.3993   16.0
85.4243   15.0
85.4493   10.0
85.4743   19.0
85.4993   10.0
85.5243   7.0
85.5493   12.0
85.5743   13.0
85.5993   10.0
85.6243   12.0
85.6493   9.0
85.6743   12.0
85.6993   7.0
85.7243   12.0
85.7493   13.0
85.7743   13.0
85.7993   19.0
85.8243   10.0
85.8493   9.0
85.8743   17.0
85.8993   21.0
85.9243   13.0
85.9493   9.0
85.9743   23.0
85.9993   15.0
86.0243   10.0
86.0493   22.0
86.0743   12.0
86.0993   16.0
86.1243   9.0
86.1493   21.0
86.1743   15.0
86.1993   15.0
86.2243   12.0
86.2493   21.0
86.2743   12.0
86.2993   16.0
86.3243   16.0
86.3493   15.0
86.3743   13.0
86.3993   24.0
86.4243   22.0
86.4493   16.0
86.4743   15.0
86.4993   12.0
86.5243   7.0
86.5493   16.0
86.5743   17.0
86.5993   16.0
86.6243   10.0
86.6493   12.0
86.6743   16.0
86.6993   12.0
86.7243   22.0
86.7493   15.0
86.7743   17.0
86.7993   19.0
86.8243   16.0
86.8493   16.0
86.8743   16.0
86.8993   15.0
86.9243   19.0
86.9493   16.0
86.9743   15.0
86.9993   16.0
87.0243   27.0
87.0493   17.0
87.0743   17.0
87.0993   17.0
87.1243   27.0
87.1493   21.0
87.1743   20.0
87.1993   15.0
87.2243   12.0
87.2493   16.0
87.2743   9.0
87.2993   24.0
87.3243   16.0
87.3493   22.0
87.3743   16.0
87.3993   20.0
87.4243   20.0
87.4493   27.0
87.4743   26.0
87.4993   17.0
87.5243   16.0
87.5493   21.0
87.5743   23.0
87.5993   24.0
87.6243   12.0
87.6493   24.0
87.6743   24.0
87.6993   24.0
87.7243   23.0
87.7493   30.0
87.7743   44.0
87.7993   32.0
87.8243   36.0
87.8493   47.0
87.8743   44.0
87.8993   51.0
87.9243   64.0
87.9493   56.0
87.9743   67.0
87.9993   53.0
88.0243   70.0
88.0493   59.0
88.0743   62.0
88.0993   67.0
88.1243   65.0
88.1493   92.0
88.1743   92.0
88.1993   134.0
88.2243   161.0
88.2493   222.0
88.2743   331.0
88.2993   561.0
88.3243   948.0
88.3493   1747.0
88.3743   2937.0
88.3993   3552.0
88.4243   2992.0
88.4493   1823.0
88.4743   985.0
88.4993   635.0
88.5243   412.0
88.5493   327.0
88.5743   372.0
88.5993   547.0
88.6243   906.0
88.6493   1421.0
88.6743   1730.0
88.6993   1505.0
88.7243   973.0
88.7493   538.0
88.7743   299.0
88.7993   184.0
88.8243   116.0
88.8493   114.0
88.8743   90.0
88.8993   79.0
88.9243   60.0
88.9493   49.0
88.9743   39.0
88.9993   37.0
89.0243   43.0
89.0493   32.0
89.0743   38.0
89.0993   33.0
89.1243   22.0
89.1493   23.0
89.1743   29.0
89.1993   21.0
89.2243   26.0
89.2493   25.0
89.2743   24.0
89.2993   29.0
89.3243   24.0
89.3493   25.0
89.3743   16.0
89.3993   16.0
89.4243   22.0
89.4493   10.0
89.4743   16.0
89.4993   32.0
89.5243   17.0
89.5493   25.0
89.5743   19.0
89.5993   16.0
89.6243   22.0
89.6493   20.0
89.6743   9.0
89.6993   21.0
89.7243   13.0
89.7493   21.0
89.7743   19.0
89.7993   20.0
89.8243   20.0
89.8493   12.0
89.8743   16.0
89.8993   7.0
89.9243   25.0
89.9493   16.0
89.9743   16.0
89.9993   12.0
90.0243   12.0
90.0493   19.0
90.0743   13.0
90.0993   16.0
90.1243   10.0
90.1493   10.0
90.1743   17.0
90.1993   16.0
90.2243   13.0
90.2493   10.0
90.2743   7.0
90.2993   7.0
90.3243   17.0
90.3493   10.0
90.3743   12.0
90.3993   12.0
90.4243   10.0
90.4493   9.0
90.4743   12.0
90.4993   13.0
90.5243   15.0
90.5493   12.0
90.5743   10.0
90.5993   17.0
90.6243   23.0
90.6493   17.0
90.6743   10.0
90.6993   7.0
90.7243   12.0
90.7493   12.0
90.7743   15.0
90.7993   9.0
90.8243   5.0
90.8493   12.0
90.8743   13.0
90.8993   10.0
90.9243   2.0
90.9493   16.0
90.9743   17.0
90.9993   10.0
91.0243   15.0
91.0493   12.0
91.0743   10.0
91.0993   17.0
91.1243   16.0
91.1493   12.0
91.1743   9.0
91.1993   13.0
91.2243   12.0
91.2493   10.0
91.2743   10.0
91.2993   13.0
91.3243   16.0
91.3493   10.0
91.3743   10.0
91.3993   12.0
91.4243   10.0
91.4493   10.0
91.4743   12.0
91.4993   16.0
91.5243   10.0
91.5493   13.0
91.5743   10.0
91.5993   12.0
91.6243   10.0
91.6493   12.0
91.6743   15.0
91.6993   10.0
91.7243   17.0
91.7493   12.0
91.7743   13.0
91.7993   12.0
91.8243   13.0
91.8493   9.0
91.8743   12.0
91.8993   16.0
91.9243   16.0
91.9493   12.0
91.9743   17.0
91.9993   10.0
92.0243   12.0
92.0493   7.0
92.0743   10.0
92.0993   17.0
92.1243   12.0
92.1493   12.0
92.1743   10.0
92.1993   6.0
92.2243   12.0
92.2493   17.0
92.2743   12.0
92.2993   12.0
92.3243   12.0
92.3493   10.0
92.3743   15.0
92.3993   9.0
92.4243   12.0
92.4493   16.0
92.4743   9.0
92.4993   13.0
92.5243   19.0
92.5493   10.0
92.5743   12.0
92.5993   15.0
92.6243   20.0
92.6493   15.0
92.6743   10.0
92.6993   17.0
92.7243   16.0
92.7493   10.0
92.7743   13.0
92.7993   16.0
92.8243   9.0
92.8493   13.0
92.8743   7.0
92.8993   5.0
92.9243   10.0
92.9493   23.0
92.9743   17.0
92.9993   10.0
93.0243   15.0
93.0493   13.0
93.0743   12.0
93.0993   12.0
93.1243   10.0
93.1493   12.0
93.1743   13.0
93.1993   12.0
93.2243   13.0
93.2493   12.0
93.2743   13.0
93.2993   7.0
93.3243   16.0
93.3493   19.0
93.3743   13.0
93.3993   16.0
93.4243   12.0
93.4493   7.0
93.4743   12.0
93.4993   16.0
93.5243   15.0
93.5493   19.0
93.5743   22.0
93.5993   15.0
93.6243   12.0
93.6493   19.0
93.6743   12.0
93.6993   16.0
93.7243   15.0
93.7493   10.0
93.7743   20.0
93.7993   10.0
93.8243   13.0
93.8493   15.0
93.8743   13.0
93.8993   12.0
93.9243   20.0
93.9493   20.0
93.9743   16.0
93.9993   21.0
94.0243   23.0
94.0493   12.0
94.0743   15.0
94.0993   15.0
94.1243   12.0
94.1493   16.0
94.1743   13.0
94.1993   19.0
94.2243   16.0
94.2493   12.0
94.2743   10.0
94.2993   12.0
94.3243   21.0
94.3493   17.0
94.3743   20.0
94.3993   17.0
94.4243   16.0
94.4493   19.0
94.4743   23.0
94.4993   21.0
94.5243   13.0
94.5493   28.0
94.5743   28.0
94.5993   27.0
94.6243   20.0
94.6493   27.0
94.6743   32.0
94.6993   30.0
94.7243   23.0
94.7493   28.0
94.7743   47.0
94.7993   47.0
94.8243   56.0
94.8493   50.0
94.8743   50.0
94.8993   53.0
94.9243   40.0
94.9493   49.0
94.9743   46.0
94.9993   59.0
95.0243   44.0
95.0493   65.0
95.0743   65.0
95.0993   75.0
95.1243   84.0
95.1493   90.0
95.1743   125.0
95.1993   158.0
95.2243   225.0
95.2493   342.0
95.2743   556.0
95.2993   942.0
95.3243   1823.0
95.3493   2872.0
95.3743   3294.0
95.3993   2500.0
95.4243   1436.0
95.4493   858.0
95.4743   501.0
95.4993   302.0
95.5243   289.0
95.5493   249.0
95.5743   309.0
95.5993   416.0
95.6243   707.0
95.6493   1122.0
95.6743   1536.0
95.6993   1398.0
95.7243   1036.0
95.7493   605.0
95.7743   361.0
95.7993   225.0
95.8243   129.0
95.8493   100.0
95.8743   100.0
95.8993   60.0
95.9243   59.0
95.9493   62.0
95.9743   62.0
95.9993   42.0
96.0243   42.0
96.0493   39.0
96.0743   25.0
96.0993   29.0
96.1243   24.0
96.1493   30.0
96.1743   22.0
96.1993   31.0
96.2243   20.0
96.2493   27.0
96.2743   12.0
96.2993   19.0
96.3243   26.0
96.3493   29.0
96.3743   25.0
96.3993   20.0
96.4243   22.0
96.4493   23.0
96.4743   16.0
96.4993   9.0
96.5243   17.0
96.5493   27.0
96.5743   29.0
96.5993   21.0
96.6243   16.0
96.6493   20.0
96.6743   16.0
96.6993   20.0
96.7243   19.0
96.7493   15.0
96.7743   16.0
96.7993   10.0
96.8243   16.0
96.8493   15.0
96.8743   12.0
96.8993   16.0
96.9243   12.0
96.9493   17.0
96.9743   9.0
96.9993   19.0
97.0243   22.0
97.0493   15.0
97.0743   9.0
97.0993   10.0
97.1243   12.0
97.1493   20.0
97.1743   21.0
97.1993   21.0
97.2243   12.0
97.2493   16.0
97.2743   10.0
97.2993   15.0
97.3243   10.0
97.3493   19.0
97.3743   16.0
97.3993   16.0
97.4243   12.0
97.4493   10.0
97.4743   12.0
97.4993   17.0
97.5243   10.0
97.5493   12.0
97.5743   10.0
97.5993   16.0
97.6243   5.0
97.6493   15.0
97.6743   6.0
97.6993   12.0
97.7243   16.0
97.7493   20.0
97.7743   16.0
97.7993   10.0
97.8243   13.0
97.8493   10.0
97.8743   12.0
97.8993   12.0
97.9243   15.0
97.9493   6.0
97.9743   12.0
97.9993   10.0
98.0243   10.0
98.0493   10.0
98.0743   10.0
98.0993   16.0
98.1243   7.0
98.1493   13.0
98.1743   17.0
98.1993   13.0
98.2243   10.0
98.2493   13.0
98.2743   12.0
98.2993   12.0
98.3243   10.0
98.3493   13.0
98.3743   10.0
98.3993   7.0
98.4243   10.0
98.4493   10.0
98.4743   10.0
98.4993   12.0
98.5243   12.0
98.5493   9.0
98.5743   13.0
98.5993   7.0
98.6243   10.0
98.6493   13.0
98.6743   9.0
98.6993   12.0
98.7243   5.0
98.7493   10.0
98.7743   9.0
98.7993   13.0
98.8243   10.0
98.8493   12.0
98.8743   15.0
98.8993   12.0
98.9243   10.0
98.9493   10.0
98.9743   13.0
98.9993   16.0
99.0243   15.0
99.0493   15.0
99.0743   7.0
99.0993   13.0
99.1243   15.0
99.1493   10.0
99.1743   10.0
99.1993   9.0
99.2243   10.0
99.2493   16.0
99.2743   7.0
99.2993   16.0
99.3243   12.0
99.3493   10.0
99.3743   6.0
99.3993   6.0
99.4243   10.0
99.4493   7.0
99.4743   16.0
99.4993   4.0
99.5243   9.0
99.5493   10.0
99.5743   15.0
99.5993   6.0
99.6243   10.0
99.6493   13.0
99.6743   5.0
99.6993   10.0
99.7243   12.0
99.7493   10.0
99.7743   16.0
99.7993   12.0
99.8243   10.0
99.8493   15.0
99.8743   9.0
99.8993   12.0
99.9243   9.0
99.9493   12.0
99.9743   12.0
99.9993   10.0
100.0243   12.0
