 0.069 0.05 150.0  S151(Co) RT D1A 1.91A        MON=5000
 6   154 6   147 6   141 6   145 6   142 6   159 6   175 6   193 6   222 6   243
 6   251 6   270 6   275 6   257 6   235 6   208 6   179 6   151 6   129 6   108
 6    96 6    86 6    86 6    79 6    73 6    67 6    73 6    68 6    65 6    68
 6    71 5    64 5    67 5    69 5    67 5    66 5    66 5    69 5    66 5    66
 5    65 5    66 5    64 5    62 5    67 5    69 5    67 5    61 5    67 5    69
 5    64 5    69 5    67 5    66 5    63 5    61 5    61 5    68 5    64 5    60
 5    64 5    65 5    65 5    65 5    70 5    70 5    67 5    62 5    66 5    66
 5    67 5    70 5    65 5    66 5    69 5    69 5    64 5    64 5    69 5    76
 5    71 5    74 5    69 5    72 5    73 5    74 5    72 5    71 5    75 5    75
 5    69 5    75 5    73 5    73 5    76 5    75 5    81 5    78 5    85 5    91
 5   100 5   108 5   127 5   140 5   162 5   196 5   227 5   260 5   310 5   360
 5   436 5   519 5   643 5   749 5   868 5   990 5  1114 5  1211 5  1277 5  1285
 5  1272 5  1240 5  1162 5  1073 5   948 5   801 5   681 5   549 5   458 5   371
 5   289 5   230 5   199 5   154 5   119 5   112 5   100 5    99 5    94 5    80
 5    84 5    79 5    80 5    73 5    77 5    80 5    76 5    67 5    67 5    70
 5    79 4    74 4    70 4    66 4    68 4    69 4    71 4    66 4    75 4    74
 4    70 4    73 4    72 4    69 4    74 4    73 4    78 4    75 4    72 4    71
 4    73 4    74 4    68 4    71 4    74 4    72 4    76 4    77 4    76 4    82
 4    87 4    87 4    97 4   102 4   110 4   111 4   118 4   121 4   137 4   133
 4   137 4   134 4   126 4   122 4   118 4   104 4   109 4   104 4   101 4   101
 4    94 4    95 4    99 4   108 4    99 4    99 4    95 4    97 4   100 4    89
 4    91 4    93 4    81 4    87 4    77 4    85 4    83 4    76 4    70 4    72
 4    77 4    80 4    75 4    71 4    69 4    72 4    69 4    81 4    73 4    77
 4    70 4    63 4    69 4    69 4    68 4    73 4    74 4    73 4    76 4    75
 4    70 4    70 4    70 4    69 4    75 4    73 4    67 4    69 4    77 4    70
 4    70 4    74 4    75 4    76 4    67 4    78 4    71 4    70 4    70 4    71
