15.0000 586.0000
15.3000 702.0000
15.6000 557.0000
15.9000 515.0000
16.2000 484.0000
16.5000 484.0000
16.8000 480.0000
17.1000 534.0000
17.4000 454.0000
17.7000 454.0000
18.0000 416.0000
18.3000 404.0000
18.6000 408.0000
18.9000 365.0000
19.2000 424.0000
19.5000 424.0000
19.8000 433.0000
20.1000 369.0000
20.4000 365.0000
20.7000 346.0000
21.0000 353.0000
21.3000 376.0000
21.6000 335.0000
21.9000 299.0000
22.2000 296.0000
22.5000 306.0000
22.8000 292.0000
23.1000 313.0000
23.4000 306.0000
23.7000 376.0000
24.0000 605.0000
24.3000 388.0000
24.6000 365.0000
24.9000 2372.0000
25.2000 276.0000
25.5000 276.0000
25.8000 246.0000
26.1000 279.0000
26.4000 269.0000
26.7000 286.0000
27.0000 259.0000
27.3000 303.0000
27.6000 1815.0000
27.9000 955.0000
28.2000 829.0000
28.5000 289.0000
28.8000 243.0000
29.1000 216.0000
29.4000 250.0000
29.7000 250.0000
30.0000 310.0000
30.3000 818.0000
30.6000 3721.0000
30.9000 3306.0000
31.2000 342.0000
31.5000 234.0000
31.8000 339.0000
32.1000 2079.0000
32.4000 7090.0000
32.7000 449.0000
33.0000 234.0000
33.3000 424.0000
33.6000 188.0000
33.9000 219.0000
34.2000 286.0000
34.5000 256.0000
34.8000 193.0000
35.1000 185.0000
35.4000 149.0000
35.7000 166.0000
36.0000 154.0000
36.3000 164.0000
36.6000 219.0000
36.9000 146.0000
37.2000 202.0000
37.5000 177.0000
37.8000 135.0000
38.1000 161.0000
38.4000 149.0000
38.7000 166.0000
39.0000 130.0000
39.3000 164.0000
39.6000 292.0000
39.9000 3540.0000
40.2000 253.0000
40.5000 164.0000
40.8000 144.0000
41.1000 142.0000
41.4000 146.0000
41.7000 204.0000
42.0000 1544.0000
42.3000 416.0000
42.6000 207.0000
42.9000 185.0000
43.2000 166.0000
43.5000 240.0000
43.8000 286.0000
44.1000 4020.0000
44.4000 353.0000
44.7000 216.0000
45.0000 199.0000
45.3000 185.0000
45.6000 225.0000
45.9000 1823.0000
46.2000 2450.0000
46.5000 213.0000
46.8000 225.0000
47.1000 888.0000
47.4000 196.0000
47.7000 159.0000
48.0000 151.0000
48.3000 566.0000
48.6000 686.0000
48.9000 172.0000
49.2000 137.0000
49.5000 130.0000
49.8000 146.0000
50.1000 110.0000
50.4000 125.0000
50.7000 110.0000
51.0000 125.0000
51.3000 114.0000
51.6000 100.0000
51.9000 104.0000
52.2000 119.0000
52.5000 169.0000
52.8000 640.0000
53.1000 253.0000
53.4000 144.0000
53.7000 156.0000
54.0000 222.0000
54.3000 159.0000
54.6000 149.0000
54.9000 142.0000
55.2000 266.0000
55.5000 2621.0000
55.8000 740.0000
56.1000 416.0000
56.4000 2673.0000
56.7000 2016.0000
57.0000 306.0000
57.3000 671.0000
57.6000 202.0000
57.9000 335.0000
58.2000 973.0000
58.5000 1050.0000
58.8000 286.0000
59.1000 151.0000
59.4000 104.0000
59.7000 108.0000
60.0000 100.0000
60.3000 108.0000
60.6000 112.0000
60.9000 137.0000
61.2000 266.0000
61.5000 339.0000
61.8000 132.0000
62.1000 119.0000
62.4000 420.0000
62.7000 231.0000
63.0000 144.0000
